id,date,merchant,category,category_color,account,method,amount_cents,currency,notes
548,2024-05-23,Delta Air Lines,Travel,#6f7bd6,Everyday Checking,ACH Transfer,34776,USD,Gift for Sam
508,2024-05-24,Corner Deli,Food,#ed7940,Amex Platinum,Cash,724,USD,
522,2024-05-24,Metro Transit,Transportation,#45b7a4,Everyday Checking,Debit Card,7451,USD,Date night
534,2024-05-24,City Water Board,Utilities,#e0b64a,Amex Platinum,Debit Card,8306,USD,Family visit
536,2024-05-24,Best Buy,Shopping,#e0647f,Sapphire Card,ACH Transfer,31326,USD,Split payment
528,2024-05-25,Spotify,Entertainment,#b07ce8,Sapphire Card,Credit Card,5234,USD,Reimbursed by work
531,2024-05-25,City Water Board,Utilities,#e0b64a,Sapphire Card,ACH Transfer,8547,USD,Home office
542,2024-05-26,Dental Studio,Healthcare,#58b86a,Everyday Checking,ACH Transfer,9194,USD,
504,2024-05-27,Levain Bakery,Food,#ed7940,High-Yield Savings,Debit Card,7640,USD,
523,2024-05-27,Uber,Transportation,#45b7a4,High-Yield Savings,Credit Card,578,USD,Split with Maya
527,2024-05-27,Powell's Books,Entertainment,#b07ce8,Amex Platinum,Cash,6019,USD,Home office
535,2024-05-27,REI,Shopping,#e0647f,High-Yield Savings,Credit Card,33443,USD,
505,2024-05-28,Local Farmers Market,Food,#ed7940,Amex Platinum,ACH Transfer,1217,USD,
511,2024-05-28,Whole Foods Market,Food,#ed7940,High-Yield Savings,ACH Transfer,4637,USD,Split with Maya
514,2024-05-28,Levain Bakery,Food,#ed7940,Amex Platinum,ACH Transfer,11130,USD,
571,2024-06-01,Exxon,Transportation,#45b7a4,Everyday Checking,ACH Transfer,327,USD,
596,2024-06-01,Marriott,Travel,#6f7bd6,High-Yield Savings,ACH Transfer,1759,USD,Renewal
575,2024-06-03,Spotify,Entertainment,#b07ce8,Amex Platinum,Debit Card,1106,USD,Gift for Sam
587,2024-06-03,Target,Shopping,#e0647f,Amex Platinum,Debit Card,17423,USD,Renewal
566,2024-06-04,Harbor Rentals,Housing,#4f8fdf,Everyday Checking,Debit Card,6540,USD,Monthly subscription
573,2024-06-04,Shell,Transportation,#45b7a4,Sapphire Card,Cash,2956,USD,Split payment
592,2024-06-04,Wellness Pharmacy,Healthcare,#58b86a,Everyday Checking,ACH Transfer,22987,USD,
555,2024-06-06,Whole Foods Market,Food,#ed7940,Amex Platinum,Debit Card,4839,USD,
556,2024-06-06,Local Farmers Market,Food,#ed7940,Sapphire Card,Cash,6680,USD,Family visit
582,2024-06-06,ConEdison,Utilities,#e0b64a,Sapphire Card,ACH Transfer,12680,USD,Split payment
586,2024-06-06,IKEA,Shopping,#e0647f,Everyday Checking,Credit Card,23986,USD,
588,2024-06-06,Target,Shopping,#e0647f,Everyday Checking,Debit Card,16555,USD,Split payment
597,2024-06-06,Marriott,Travel,#6f7bd6,High-Yield Savings,ACH Transfer,11353,USD,Home office
553,2024-06-07,Corner Deli,Food,#ed7940,Sapphire Card,Credit Card,1373,USD,Weekly groceries
551,2024-06-08,Levain Bakery,Food,#ed7940,Everyday Checking,Cash,13661,USD,Family visit
589,2024-06-08,Sephora,Shopping,#e0647f,Amex Platinum,Debit Card,34533,USD,Split payment
558,2024-06-10,Trader Joe's,Food,#ed7940,Amex Platinum,Debit Card,10088,USD,
561,2024-06-10,Whole Foods Market,Food,#ed7940,Sapphire Card,Cash,6661,USD,
584,2024-06-10,Verizon Wireless,Utilities,#e0b64a,Amex Platinum,Cash,7843,USD,Renewal
591,2024-06-11,Dental Studio,Healthcare,#58b86a,Everyday Checking,Credit Card,18001,USD,Weekly groceries
599,2024-06-11,Airport Parking,Travel,#6f7bd6,Everyday Checking,Credit Card,2031,USD,Split payment
552,2024-06-12,Levain Bakery,Food,#ed7940,Amex Platinum,Debit Card,1242,USD,Reimbursed by work
567,2024-06-12,ParkMobile,Transportation,#45b7a4,Sapphire Card,Cash,4296,USD,Gift for Sam
574,2024-06-12,Shell,Transportation,#45b7a4,Sapphire Card,ACH Transfer,724,USD,Family visit
583,2024-06-12,Verizon Wireless,Utilities,#e0b64a,High-Yield Savings,ACH Transfer,6497,USD,Home office
593,2024-06-12,Optical Center,Healthcare,#58b86a,Sapphire Card,Cash,17315,USD,Home office
598,2024-06-12,Hertz,Travel,#6f7bd6,Amex Platinum,ACH Transfer,49961,USD,Split payment
557,2024-06-13,Local Farmers Market,Food,#ed7940,Amex Platinum,Cash,10174,USD,Home office
569,2024-06-13,Exxon,Transportation,#45b7a4,High-Yield Savings,Cash,1632,USD,
564,2024-06-14,Trader Joe's,Food,#ed7940,Sapphire Card,Credit Card,1191,USD,Reimbursed by work
568,2024-06-14,Shell,Transportation,#45b7a4,Amex Platinum,Cash,480,USD,Split payment
576,2024-06-14,Spotify,Entertainment,#b07ce8,Amex Platinum,Debit Card,4067,USD,
585,2024-06-14,Target,Shopping,#e0647f,Sapphire Card,ACH Transfer,1808,USD,Renewal
563,2024-06-15,Trader Joe's,Food,#ed7940,Sapphire Card,Cash,697,USD,
581,2024-06-15,Comcast,Utilities,#e0b64a,Amex Platinum,Debit Card,5742,USD,
580,2024-06-17,Steam,Entertainment,#b07ce8,High-Yield Savings,Debit Card,1997,USD,Gift for Sam
570,2024-06-18,Lyft,Transportation,#45b7a4,Amex Platinum,Credit Card,6899,USD,Monthly subscription
590,2024-06-18,Uniqlo,Shopping,#e0647f,Amex Platinum,Debit Card,12887,USD,Home office
579,2024-06-19,Spotify,Entertainment,#b07ce8,Amex Platinum,Credit Card,1987,USD,Gift for Sam
560,2024-06-22,Chipotle,Food,#ed7940,Amex Platinum,Cash,10227,USD,Gift for Sam
572,2024-06-22,Shell,Transportation,#45b7a4,Sapphire Card,Cash,1045,USD,Date night
554,2024-06-23,Corner Deli,Food,#ed7940,Everyday Checking,Credit Card,1120,USD,Renewal
559,2024-06-23,Sweetgreen,Food,#ed7940,Amex Platinum,Cash,7278,USD,
562,2024-06-23,Shake Shack,Food,#ed7940,Sapphire Card,Debit Card,11851,USD,
577,2024-06-24,Powell's Books,Entertainment,#b07ce8,High-Yield Savings,Debit Card,3780,USD,Monthly subscription
594,2024-06-25,CityMed Urgent Care,Healthcare,#58b86a,Sapphire Card,ACH Transfer,1818,USD,Home office
595,2024-06-25,Delta Air Lines,Travel,#6f7bd6,High-Yield Savings,Cash,12634,USD,
565,2024-06-26,Homeshield Insurance,Housing,#4f8fdf,Sapphire Card,ACH Transfer,173046,USD,Family visit
578,2024-06-27,AMC Theatres,Entertainment,#b07ce8,Sapphire Card,ACH Transfer,11467,USD,
600,2024-06-27,Airport Parking,Travel,#6f7bd6,Sapphire Card,Debit Card,43744,USD,Family visit
